datei,name,fehler_prozent,begruendung
harmonics/noaa/harmonics_noaa_amtt.txt,"Imbituba, Brazil",8.7,"An der Tafel PORTO DE IMBITUBA (ESTADO DE SANTA CATARINA): 8.7 % des Hubs von 0.93 m gegen 2.2 % von ""Imbituba, Santa Catarina, Brazil"" (harmonics_utide_tidetables.txt), 276 m entfernt. Faktor 4.0, Kurvenabweichung 18 %."
harmonics/att/harmonics_att_np207.txt,"Ilha Guaíba, Rio de Janeiro, Brazil",6.0,"An der Tafel TERMINAL DA ILHA GUAÍBA (ESTADO DO RIO DE JANEIRO): 6.0 % des Hubs von 1.49 m gegen 1.6 % von ""Ilha Guaíba, Rio de Janeiro, Brazil"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 3.7, Kurvenabweichung 5 %."
harmonics/att/harmonics_att_np207.txt,"Angra dos Reis, Rio de Janeiro, Brazil",4.1,"An der Tafel PORTO DE ANGRA DOS REIS (ESTADO DO RIO DE JANEIRO): 4.1 % des Hubs von 1.35 m gegen 1.1 % von ""Angra dos Reis, Rio de Janeiro, Brazil"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 3.7, Kurvenabweichung 6 %."
harmonics/att/harmonics_att_np207.txt,"Salvador (Porto), Bahia, Brazil",2.2,"An der Tafel PORTO DE SALVADOR (ESTADO DA BAHIA): 2.2 % des Hubs von 2.54 m gegen 0.6 % von ""Salvador (Porto), Bahia, Brazil"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 3.4, Kurvenabweichung 4 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Sao Luiz, Brazil",2.9,"An der Tafel SÃO LUÍS (ESTADO DO MARANHÃO): 2.9 % des Hubs von 5.90 m gegen 0.9 % von ""Sao Luis, Maranhão, Brazil"" (harmonics_utide_tidetables.txt), 1030 m entfernt. Faktor 3.3, Kurvenabweichung 6 %."
harmonics/att/harmonics_att_np207.txt,"Santana (Cia Docas), Amapá, Brazil",5.4,"An der Tafel PORTO DE SANTANA - CIA DOCAS DE SANTANA (ESTADO DO AMAPÁ): 5.4 % des Hubs von 3.07 m gegen 1.7 % von ""Santana (Cia Docas), Amapá, Brazil"" (harmonics_utide_observations.txt), 0 m entfernt. Faktor 3.2, Kurvenabweichung 3 %."
harmonics/att/harmonics_att_np207.txt,"Itajaí, Santa Catarina, Brazil",6.6,"An der Tafel PORTO DE ITAJAÍ (ESTADO DE SANTA CATARINA): 6.6 % des Hubs von 1.20 m gegen 2.1 % von ""Itajaí, Santa Catarina, Brazil"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 3.2, Kurvenabweichung 7 %."
harmonics/att/harmonics_att_np207.txt,"Florianópolis, Santa Catarina, Brazil",8.5,"An der Tafel PORTO DE FLORIANÓPOLIS (ESTADO DE SANTA CATARINA): 8.5 % des Hubs von 1.40 m gegen 2.7 % von ""Florianópolis, Santa Catarina, Brazil"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 3.2, Kurvenabweichung 8 %."
harmonics/att/harmonics_att_np207.txt,"Mosqueiro, Pará, Brazil",2.8,"An der Tafel ILHA DO MOSQUEIRO (ESTADO DO PARÁ): 2.8 % des Hubs von 3.68 m gegen 0.9 % von ""Mosqueiro, Pará, Brazil"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 3.2, Kurvenabweichung 7 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Sao Sebastiao, Brazil",4.2,"An der Tafel PORTO DE SÃO SEBASTIÃO (ESTADO DE SÃO PAULO): 4.2 % des Hubs von 1.32 m gegen 1.3 % von ""São Sebastião, São Paulo, Brazil"" (harmonics_utide_tidetables.txt), 765 m entfernt. Faktor 3.1, Kurvenabweichung 25 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Itajai, Brazil",6.7,"An der Tafel PORTO DE ITAJAÍ (ESTADO DE SANTA CATARINA): 6.7 % des Hubs von 1.14 m gegen 2.2 % von ""Itajaí, Santa Catarina, Brazil"" (harmonics_utide_tidetables.txt), 995 m entfernt. Faktor 3.1, Kurvenabweichung 11 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Aracaju, Brazil",3.0,"An der Tafel CAPITANIA DOS PORTOS DE SERGIPE (ESTADO DE SERGIPE): 3.0 % des Hubs von 2.20 m gegen 1.1 % von ""Aracaju (Capitania dos Portos), Sergipe, Brazil"" (harmonics_utide_tidetables.txt), 1509 m entfernt. Faktor 2.7, Kurvenabweichung 12 %."
harmonics/att/harmonics_att_np207.txt,"Salinópolis, Pará, Brazil",2.4,"An der Tafel FUNDEADOURO DE SALINÓPOLIS (ESTADO DO PARÁ): 2.4 % des Hubs von 5.10 m gegen 0.9 % von ""Salinópolis, Pará, Brazil"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 2.7, Kurvenabweichung 7 %."
harmonics/utide/harmonics_utide_observations.txt,"Rio Grande (Industrial Tamandaré), Rio Grande do Sul, Brazil",4.8,"An der Tafel PORTO DO RIO GRANDE (ESTADO DO RIO GRANDE DO SUL): 4.8 % des Hubs von 0.70 m gegen 2.2 % von ""Rio Grande (Industrial Tamandaré), Rio Grande do Sul, Brazil"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 2.2, Kurvenabweichung 4 %."
harmonics/noaa/harmonics_noaa_amtt.txt,"Fortaleza, Brazil",4.9,"An der Tafel PORTO DE MUCURIPE - FORTALEZA (ESTADO DO CEARÁ): 4.9 % des Hubs von 3.07 m gegen 0.6 % von ""Mucuripe (Porto), Ceará, Brazil"" (harmonics_utide_tidetables.txt), 676 m entfernt. Faktor 8.8. Mucuripe ist der Hafen von Fortaleza -- die Tafel traegt beide Namen, deshalb greift der Namensvergleich nicht."
harmonics/noaa/harmonics_noaa_amtt.txt,"Ponta da Areia, Brazil",6.1,"An der Tafel PORTO DE ARATU - BASE NAVAL (ESTADO DA BAHIA): 6.1 % des Hubs von 2.70 m gegen 1.7 % von ""Aratu (Base Naval), Bahia, Brazil"" (harmonics_utide_tidetables.txt), 1380 m entfernt. Faktor 3.5. Dieselbe geschuetzte Bucht (Baia de Todos os Santos), ohne eigene Tafel und selbst nur ein Table-2-Transfer von Recife, 1900 km weit."
harmonics/att/harmonics_att_np207.txt,"Belém, Pará, Brazil",8.9,"An der Tafel PORTO DE BELÉM (ESTADO DO PARÁ): 8.9 % des Hubs von 3.10 m gegen 2.4 % von ""Belém, Pará, Brazil"" (harmonics_utide_tidetables.txt), 0 m entfernt. Faktor 3.7, Kurvenabweichung 18 %."
